update,id,official_id,title,vote_link,proposal_link,author,summary,counter,tag_1,tag_2,type,PS,PSD,CH,IL,PCP,BE,PAN,L,final_result
New,11,973/XV/2,Desenvolvimento da Linha de Alta Velocidade Ferroviária Porto – Lisboa,9-1-2024,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=263471,PCP,"Propõe a aceleração do desenvolvimento da Linha de Alta Velocidade entre o Porto e Lisboa, uma infraestrutura considerada essencial há aproximadamente 30 anos. Destaca a necessidade de três alterações estruturais: O abandono do modelo de Parceria Público-Privada (PPP) para a construção, modificações na fase 6 da obra para melhorar a ligação a Lisboa, e a consideração imediata da ligação da rede ferroviária nacional ao Aeroporto Internacional de Lisboa. Enfatiza a importância de adotar um traçado que siga pela margem esquerda do Tejo, passando pelo Novo Aeroporto de Lisboa em Alcochete e entrando em Lisboa pela Terceira Travessia do Tejo entre o Barreiro e Lisboa.","1. Custos Financeiros: Críticos podem apontar para os elevados custos associados à construção de uma Linha de Alta Velocidade, especialmente considerando o histórico de derrapagens orçamentais em projetos semelhantes. Pode ser questionado se os recursos financeiros necessários para essa infraestrutura não poderiam ser direcionados para outras áreas prioritárias, como saúde, educação ou combate à pobreza.
2. Modelo de PPP vs. Gestão Pública: Argumenta-se que o envolvimento do setor privado poderia trazer eficiência e inovação à construção e operação da linha. Além disso, pode ser questionado se a gestão pública seria mais eficaz em termos de custos e prazos de execução.
3. Traçado Alternativo: A proposta de adotar um traçado na margem esquerda do Tejo pode ser contestada por razões ambientais, sociais ou económicas. Pode haver preocupações relacionadas a impactos ambientais, deslocamento de comunidades locais ou aumento nos custos de expropriação de terras.",Infraestruturas,,Projeto de Resolução,1,0,0,2,1,1,1,1,1
New,12,625/XV/1,Valorização das longas carreiras contributivas e aplicação de um regime de aposentação específico para os professores e educadores,11-1-2024,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152795,PCP,"Destaca a necessidade de valorizar longas carreiras contributivas, propondo a antecipação da idade de acesso à pensão de velhice, sem penalizações, para trabalhadores com 40 anos de contribuições, independentemente da idade. O partido argumenta que é injusto obrigar alguém a trabalhar para sobreviver até à idade legal de reforma após 40 anos de trabalho. Além disso, enfatiza o desgaste físico e psicológico dos educadores e professores, propondo medidas específicas para estes profissionais, como o recálculo das pensões com base no tempo de serviço prestado.

Propõe uma avaliação do impacto da eliminação de regimes especiais de aposentação, a contabilização integral do tempo de serviço para efeitos de aposentação e a promoção de condições gerais de aposentação para os trabalhadores da administração pública. O partido destaca a necessidade de rejuvenescimento da profissão docente, assegurando dignidade, estabilidade, valorização da carreira e combate à precariedade. O projeto visa, assim, melhorar as condições de aposentação, especialmente para professores e educadores, enquanto promove a equidade e justiça nas políticas de reforma.","1. Sustentabilidade Financeira: Críticos podem argumentar que antecipar a idade de acesso à pensão de velhice sem penalizações, independentemente da idade, pode sobrecarregar o sistema de segurança social, levando a desafios financeiros e comprometendo a sustentabilidade a longo prazo.
2. Equidade Intergeracional: Alguns podem alegar que a proposta não considera adequadamente a equidade intergeracional, já que beneficiaria uma geração específica (trabalhadores com longas carreiras) em detrimento de outras que poderiam ter que suportar o peso financeiro resultante.
3. Falta de Diferenciação: Críticos podem argumentar que não há uma diferenciação adequada entre profissões, e que a proposta, ao propor medidas específicas para educadores e professores, pode criar disparidades injustas em relação a outros setores igualmente desgastantes.",Segurança Social,Educação,Projeto de Resolução,0,2,1,2,1,1,1,1,0
New,13,850/XV/1,Recomenda ao Governo o desenvolvimento e implementação de um novo Referencial de Educação para o Bem-Estar Animal e que a educação para o bem-estar animal seja de caráter obrigatório na disciplina de Cidadania e Desenvolvimento,11-1-2024,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=173207,PAN,"O projeto insta o Governo a desenvolver um novo Referencial de Educação para o Bem-Estar Animal, independente de outros referenciais educativos, com a participação de profissionais especializados em áreas relevantes. Critica-se o referencial anterior (argumenta-se que, apesar do Decreto-Lei n.º 27/2016 estabelecer a integração do bem-estar animal no ensino desde o 1.º ciclo do Ensino Básico, a implementação prática desse propósito tem sido insuficiente), elaborado em colaboração com várias entidades, por ser considerado pobre em informações técnicas, pedagógicas e científicas, além de não refletir adequadamente a dignidade e os direitos dos animais. A proposta visa, assim, promover a sensibilização e a proteção dos animais, combatendo práticas como os maus-tratos e o abandono, através de uma educação mais efetiva e centrada no respeito pela vida animal.","1. Carga de Trabalho Adicional: A introdução de um novo domínio obrigatório sobre o bem-estar animal pode aumentar a carga de trabalho para alunos e professores, sobrecarregando o currículo escolar.
2. Flexibilidade Escolar: A flexibilidade nas escolas, permitindo a escolha entre domínios obrigatórios, pode ser mais eficaz para adaptar a educação às necessidades específicas de cada comunidade escolar.
3. Questões Éticas e Morais: O foco em questões éticas e morais relacionadas aos animais pode ser considerado mais apropriado em contextos familiares ou religiosos, não sendo necessariamente uma obrigação da educação formal.",Direitos Animais,,Projeto de Resolução,0,0,2,2,2,1,1,1,0
New,14,834/XV/1,Altera os requisitos e os impedimentos para a candidatura a família de acolhimento e alarga os apoios concedidos ao abrigo da medida de apoio junto de outro familiar e de confiança a pessoa idónea,11-1-2024,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=173090,BE,"O Projeto de Lei propõe alterações significativas na legislação referente ao acolhimento familiar, procurando promover a desinstitucionalização de crianças e jovens em risco. Com base na Estratégia Nacional para os Direitos das Crianças e em estratégias europeias similares, a iniciativa visa aumentar o número de famílias de acolhimento em detrimento do acolhimento residencial. Para atingir esse objetivo, propõe-se a revisão dos requisitos e impedimentos para candidaturas a famílias de acolhimento, removendo restrições como a proibição de laços de parentesco e a impossibilidade de candidatura à adoção. Além disso, busca equiparar as famílias de acolhimento a outras formas de acolhimento, como apoio junto de outro familiar e confiança a pessoa idónea, ampliando os apoios concedidos.

A proposta enfatiza a importância de colocar crianças em ambientes familiares, destacando que apenas 3,5% das crianças em situação de acolhimento estão integradas em famílias, enquanto 96,5% permanecem em acolhimento residencial. Ao remover obstáculos legais e equiparar diferentes formas de acolhimento, a intenção é favorecer a desinstitucionalização e melhor proteger o superior interesse das crianças, promovendo ambientes mais adequados e estáveis para o seu desenvolvimento.","1. Riscos de Laços Afetivos Preexistentes: Permitir que familiares biológicos sejam famílias de acolhimento pode apresentar riscos emocionais e afetivos. A criança pode já ter experimentado situações de abuso ou negligência no ambiente familiar original, o que pode dificultar a construção de um ambiente de segurança e confiança, pois os laços afetivos preexistentes podem ser complexos.
2. Possível Desvio de Objetivos da Adoção: A proibição da candidatura à adoção por parte das famílias de acolhimento procura evitar contornos das regras do processo de adoção. Permitir a adoção por parte das famílias de acolhimento poderia criar uma dinâmica em que as famílias, inicialmente interessadas apenas no acolhimento temporário, optem pela adoção devido a laços emocionais já estabelecidos, desviando-se dos objetivos originais do processo de adoção.
3. Necessidade de Avaliações Rigorosas: A equiparação entre diferentes formas de acolhimento, como o apoio junto de outro familiar e a confiança a pessoa idónea, requer avaliações rigorosas para garantir que todos os ambientes ofereçam a segurança e o suporte necessários às crianças. A remoção de barreiras deve ser acompanhada de critérios estritos para assegurar a adequação dos cuidadores.
4. Possíveis Desafios Financeiros: A extensão dos mesmos apoios financeiros a diferentes formas de acolhimento pode gerar desafios financeiros para o sistema, especialmente se o número de crianças em acolhimento aumentar significativamente. A alocação de recursos deve ser cuidadosamente gerida para garantir o bem-estar adequado de todas as crianças em acolhimento.",Segurança Social???????,,Projeto de Lei,0,1,1,1,1,1,1,1,0
New,15,790/XV/1,"Reconhece aos enfermeiros o estatuto de profissão de desgaste rápido e o direito a reforma antecipada, alterando o Decreto-Lei n.º 71/2019, de 27 de maio, e o Código do IRS",20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=172962,PAN,"Propõe o reconhecimento do estatuto de profissão de desgaste rápido para os enfermeiros, concedendo-lhes o direito à reforma antecipada. A exposição de motivos destaca o papel fundamental desempenhado pelos enfermeiros durante a crise da COVID-19, sublinhando as condições desafiadoras e o desgaste físico e emocional enfrentados diariamente. A proposta visa não apenas dignificar a profissão, mas também oferecer medidas concretas, como um suplemento remuneratório, uma progressão de carreira mais rápida e o aumento de dias de descanso e férias. Além disso, propõe a redução da idade de reforma para enfermeiros a partir dos 50 anos, reconhecendo assim o impacto prolongado e extenuante da profissão na saúde desses profissionais. A proposta também destaca a importância de reconhecer a penosidade e risco associados à profissão, equiparando os enfermeiros a outras categorias profissionais consideradas de desgaste rápido, como mineiros e pescadores.","1. Implicações Financeiras: A concessão de um estatuto de profissão de desgaste rápido e o direito à reforma antecipada para enfermeiros pode acarretar custos substanciais para o sistema de segurança social, especialmente considerando a crescente expectativa de vida e os desafios financeiros existentes nos sistemas de pensões.
2. Precedentes e Pressão sobre Recursos: A aprovação da medida pode estabelecer precedentes para outras categorias profissionais reivindicarem benefícios semelhantes, aumentando a pressão sobre os recursos já limitados do sistema de segurança social e comprometendo sua sustentabilidade a longo prazo.
3. Abordagem Mais Equitativa: Argumenta-se que soluções mais equitativas podem incluir melhorias nas condições de trabalho, promoção da saúde mental e implementação de programas preventivos contra o esgotamento profissional, em vez de ajustes diretos na idade de reforma. Esta abordagem seria mais abrangente e poderia atender às preocupações dos enfermeiros sem sobrecarregar financeiramente o sistema de segurança social.",Segurança Social,,Projeto de Lei,0,2,1,2,1,1,1,1,0
New,16,919/XV/2,Procede ao alargamento da aplicação transitória de isenção de IVA a produtos alimentares aptos a crianças e a vegetarianos e prorroga o prazo de aplicação deste regime,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=243307,PAN,"A iniciativa visa abordar as crescentes dificuldades enfrentadas pelas famílias devido à escalada de preços dos alimentos e à subida das taxas de juro Euribor, especialmente após a invasão da Ucrânia pela Rússia. Destaca-se a importância de incluir frutas e alimentos à base vegetal na isenção temporária de IVA, considerando o número significativo de pessoas que optam por uma alimentação vegetariana e os benefícios para a saúde e o meio ambiente.","1. Impacto Orçamental: A ampliação da isenção de IVA para produtos alimentares aptos a crianças e vegetarianos pode ter um impacto significativo no orçamento do Estado. A renúncia fiscal decorrente dessa medida pode comprometer as receitas necessárias para financiar outras áreas críticas, como saúde, educação e segurança.
2. Complexidade Administrativa: A inclusão de novos produtos e categorias na lista de isenção de IVA pode aumentar a complexidade administrativa para as autoridades fiscais e os estabelecimentos comerciais. Isso pode resultar em custos adicionais e desafios logísticos para a implementação e fiscalização efetiva do regime transitório.
3. Possíveis Abusos: A isenção de IVA em produtos específicos pode levar a comportamentos oportunistas, nos quais alguns estabelecimentos poderiam tentar incluir produtos não elegíveis para se beneficiarem da isenção. Isso pode criar dificuldades na definição clara e precisa dos critérios para a isenção.
4. Discriminação Entre Setores: A isenção de IVA em determinados produtos alimentares pode criar disparidades entre diferentes setores da economia. Outros setores, não beneficiados pela isenção, podem argumentar que estão a ser discriminados, o que pode suscitar questões de equidade e justiça fiscal.
5. Alternativas de Apoio: Em vez de conceder isenções de IVA, argumenta-se que seria mais eficaz implementar medidas de apoio direto às famílias em situação de vulnerabilidade económica, como programas de assistência social, subsídios alimentares ou incentivos fiscais direcionados a esses grupos específicos.
6. Impacto Ambiental e de Saúde: Enquanto alguns alimentos vegetarianos são promovidos como opções mais saudáveis e ecologicamente sustentáveis, existem preocupações sobre o impacto ambiental de certos produtos vegetais e a necessidade de garantir que a isenção de IVA não estimule o consumo excessivo de alimentos que podem ter impactos negativos na saúde.
7. Consequências para o Mercado: A intervenção contínua no mercado por meio de isenções fiscais pode distorcer a concorrência e afetar a dinâmica do mercado. Algumas partes argumentam que o mercado deve operar com base em princípios de livre concorrência, sem intervenção excessiva do governo.",Alimentação,,Projeto de Lei,0,2,1,2,2,1,1,1,0
New,17,805/XV/1,Recomenda ao Governo que defenda junto das instituições europeias a criação do Sistema Europeu de Garantia de Depósitos como peça-chave de uma União Bancária apta a proteger os pequenos e médios depositantes e a consolidar a confiança dos cidadãos no sistema financeiro europeu,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=173136,PS,"Visa proteger os pequenos e médios depositantes e fortalecer a confiança dos cidadãos no sistema financeiro europeu. O contexto histórico da crise financeira global de 2008 é apresentado como um catalisador para a compreensão da importância da União Bancária e, especificamente, do SEGD. Destaca-se que as medidas adotadas desde então, como o Mecanismo Único de Supervisão e o Mecanismo Único de Resolução Bancária, constituem avanços significativos, mas a conclusão da União Bancária com o estabelecimento do SEGD é considerada crucial para a estabilidade e confiança a longo prazo.

No âmbito das recomendações, menciona-se a necessidade de partilha de risco e harmonização na supervisão a nível europeu, prevendo benefícios na estabilização do sistema financeiro, prevenção de crises bancárias e garantia da proteção dos depositantes. Refere-se ainda a recente proposta da Comissão Europeia sobre gestão de crises bancárias e seguro de depósitos, destacando o compromisso com a proteção dos depositantes e a necessidade de avançar com a conclusão da União Bancária, conforme expresso em comunicados do Eurogrupo. Em última análise, a resolução visa reforçar o papel do SEGD como um componente essencial para a integridade e robustez da União Bancária na União Europeia.","1. Desafios de Transferência de Recursos: Possibilidade de transferências significativas entre países membros do SEGD, gerando desequilíbrios financeiros, assim como desiquilíbrios entre países financeiramente sólidos que podem suportar custos mais elevados em comparação com aqueles com sistemas bancários menos estáveis
2. Abordagem Superficial aos Problemas Financeiros: Necessidade de reformas mais profundas nas estruturas e regulamentações bancárias de cada país para garantir estabilidade a longo prazo.
3. Perda de Soberania e Implicações Políticas: Resistência à perda de soberania em questões financeiras, especialmente em países que preferem manter maior controlo sobre suas políticas econômicas.",Finanças,Europa,Projeto de Resolução,1,1,2,1,0,2,1,1,1
New,18,938/XV/2,Recomenda ao Governo que implemente um mecanismo de compensação para os lesados do BES e do BANIF,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=253371,CH,"Ambos os bancos enfrentaram colapsos repentinos, deixando um grande número de pequenos investidores em situações financeiras precárias. O documento destaca a necessidade urgente de justiça e equidade, ressaltando que muitos lesados ainda aguardam compensação anos após os eventos, corroendo a confiança do público nas instituições financeiras e regulamentações bancárias. O projeto recomenda a criação de um mecanismo ágil, transparente e justo, adaptado à realidade desses casos, assegurando compensações sem gerar ónus excessivos para as finanças públicas ou distorções no mercado financeiro.

O projeto insta o Governo a desenvolver e implementar um mecanismo de compensação eficaz e transparente, com critérios claros de elegibilidade e um processo de reclamação simplificado. Além disso, enfatiza a importância da supervisão independente para garantir a integridade e eficácia do mecanismo. O objetivo é proporcionar alívio e justiça aos lesados, restaurando a confiança no setor financeiro e contribuindo para o desenvolvimento econômico sustentável de Portugal.","1. Impacto Financeiro: Implementar um mecanismo de compensação para os lesados do BES e BANIF pode representar um ónus significativo para as finanças públicas. Isso pode resultar em custos imprevistos e afetar a estabilidade fiscal do país, especialmente considerando outros desafios económicos.
2. Precedentes e Risco Moral: A criação de um mecanismo de compensação pode estabelecer um precedente perigoso. Pode encorajar uma cultura de irresponsabilidade financeira, onde os investidores acreditam que serão sempre compensados por perdas, independentemente das circunstâncias. Isso cria um risco moral ao desincentivar a cautela e a diligência no setor financeiro.
3. Complexidade e Morosidade: A implementação de um mecanismo de compensação eficaz e transparente pode ser uma tarefa complexa, sujeita a burocracias e atrasos. O processo de estabelecer critérios claros de elegibilidade, criar um sistema de reclamações e garantir supervisão independente pode ser moroso e potencialmente ineficiente.
4. Responsabilidade Individual: Argumenta-se que os investidores têm uma responsabilidade individual de avaliar os riscos associados aos seus investimentos. A criação de um mecanismo de compensação pode desconsiderar essa responsabilidade, transferindo os custos das decisões individuais para o público em geral.",Finanças,,Projeto de Resolução,0,2,1,1,2,2,1,2,0
New,19,944/XV/2,Elimina o chamado “adicional ao ISP (imposto sobre serviços petrolíferos)” e a dupla tributação dos combustíveis (IVA sobre ISP),20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=253369,PCP,"A exposição destaca os sucessivos aumentos especulativos nos preços dos combustíveis, visando o aumento dos lucros das grandes petrolíferas. Propõe medidas fiscais, incluindo o fim do ""adicional ao ISP"" criado em 2016 e a eliminação da dupla tributação, procurando aliviar o impacto nos consumidores e argumentando que a regulamentação dos preços é crucial para garantir que benefícios fiscais não sejam absorvidos pelas petrolíferas.

A iniciativa destaca a necessidade de ações adicionais, como a fixação de preços de referência para combater a especulação, e propõe a devolução da parte do IVA que incide sobre o próprio ISP para eliminar a dupla tributação. Argumenta que estas medidas são essenciais para reduzir imediatamente os preços pagos pelos consumidores, reafirmando a importância do controlo público no setor da energia para servir o desenvolvimento do país. O Projeto de Lei aborda a urgência da situação atual de aumento de preços, enfatizando a necessidade de controlar margens e preços para solucionar os desafios no setor energético.","1. Impacto nas Receitas Públicas: A eliminação do ""adicional ao ISP"" e a devolução de parte do IVA podem resultar numa redução das receitas públicas, prejudicando a capacidade do Estado em financiar serviços públicos essenciais e programas sociais.
2. Incerteza sobre a Utilização dos Benefícios: Não há garantia de que a redução fiscal proposta seja integralmente refletida nos preços ao consumidor. As petrolíferas podem absorver parte ou totalidade dos benefícios fiscais, limitando o impacto real nos bolsos dos consumidores.
3. Necessidade de Medidas Estruturais: Argumenta-se que medidas pontuais, como a eliminação do ""adicional ao ISP,"" podem não abordar as questões estruturais que contribuem para os altos preços dos combustíveis, como a volatilidade nos mercados internacionais de petróleo.
4. Impacto na Transição Energética: A redução dos impostos sobre os combustíveis pode desincentivar a transição para fontes de energia mais limpas e renováveis, prejudicando os esforços para combater as mudanças climáticas e promover a sustentabilidade ambiental.",Energia,,Projeto de Lei,0,0,1,1,1,1,2,1,0
New,20,69/XV/1,Determina o fim da possibilidade de acumulação de pensões por parte dos titulares de cargos públicos e políticos delas beneficiários,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=121452,CH,"Tem como objetivo eliminar a possibilidade de acumulação de pensões por parte dos titulares de cargos públicos e políticos, alterando o regime remuneratório dos executivos de autarquias locais. A exposição de motivos destaca a visão do partido sobre as subvenções vitalícias, consideradas injustas e contrárias ao princípio da igualdade consagrado na Constituição. Além disso, aponta para a acumulação de pensões como um problema estrutural que perpetua privilégios injustificados, propondo a revogação do artigo 8.º da Lei n.º 52-A/2005.
Argumenta que a acumulação de pensões por titulares de cargos públicos vai além de uma questão retroativa e representa uma situação continuada, afetando mensalmente o erário público. Destaca a necessidade de correção dessas situações injustas, sendo um dever do legislador para com os eleitores e o povo português. O projeto propõe a revogação do artigo 8.º da Lei n.º 52-A/2005, que regula pensões e subvenções de titulares de cargos políticos, com entrada em vigor imediata.","1. Possibilidade de Retirar Direitos Adquiridos: O projeto de lei propõe o fim da acumulação de pensões, o que poderia ser interpretado como uma retroatividade da lei, retirando direitos adquiridos por titulares de cargos públicos com base em legislação anterior. Isso pode levantar questões éticas e jurídicas.
2. Necessidade de Manter Atratividade para Cargos Públicos: Alguns argumentam que a possibilidade de acumular pensões pode ser um incentivo para profissionais qualificados assumirem cargos públicos, especialmente em autarquias locais. Restringir essa possibilidade poderia afetar a atratividade dessas posições para profissionais experientes.
3. Abordagem Casuística em Vez de Estrutural: Alguns críticos podem argumentar que, em vez de abordar casos específicos de acumulação de pensões, seria mais eficaz implementar reformas estruturais mais amplas no sistema de pensões e remuneração para garantir uma abordagem equitativa e sustentável a longo prazo.",Segurança Social,,Projeto de Lei,0,0,1,0,2,1,2,2,0
New,21,"476/XV/1
",Recomenda ao Governo a abolição de taxas de admissão a provas académicas,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152485,L,"Baseando-se em dados que destacam a relevância dos doutorados no mercado de trabalho e sublinham a dedicação necessária para completar esse nível de formação, o documento argumenta que os candidatos não devem financiar as instituições de ensino superior por meio de taxas e emolumentos para provas inerentes à obtenção do grau académico. A disparidade de preços praticados por diferentes instituições é destacada, enfatizando a necessidade de assegurar que eventuais custos associados às provas sejam responsabilidade das instituições ou, em última instância, do Estado.","1. Financiamento das Instituições de Ensino Superior: Alguns opositores podem argumentar que as instituições de ensino superior enfrentam desafios financeiros significativos, e a cobrança de taxas de admissão é uma fonte adicional de receita para cobrir custos administrativos e de avaliação. A abolição dessas taxas poderia impactar negativamente o orçamento das instituições, prejudicando a qualidade dos serviços académicos oferecidos.
2. Gestão Eficiente de Recursos: Algumas pessoas podem argumentar que, em vez de eliminar as taxas, as instituições de ensino superior devem concentrar-se na gestão eficiente de recursos e na redução de custos operacionais, garantindo que os fundos existentes sejam utilizados de forma mais eficaz, permitindo uma oferta educacional de qualidade sem depender excessivamente das taxas de admissão.
3. Autonomia Institucional: Alguns opositores podem alegar que a decisão de cobrar ou não taxas de admissão deve ser deixada à autonomia das instituições de ensino superior. Cada instituição pode ter necessidades e contextos específicos, e a imposição de uma regra geral pode ser considerada excessiva.",Educação,,Projeto de Resolução,0,0,1,2,1,1,1,1,0
New,22,880/XV/2,"Recomenda ao Governo que implemente medidas ambiciosas de combate à evasão fiscal, à elisão fiscal e ao planeamento fiscal agressivo",20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233268,L,"Com base em dados que indicam a perda anual de milhões de euros devido a essas práticas, o documento destaca a necessidade de ações eficazes tanto a nível nacional quanto internacional. O texto argumenta que, apesar de existirem planos estratégicos de combate à fraude fiscal, muitas medidas não foram implementadas, resultando em perdas significativas para o erário público. Além disso, o projeto propõe a revogação de regimes fiscais que facilitam a fraude, a revisão do sistema de benefícios fiscais para reduzir a opacidade e a promoção de medidas favoráveis à criação de uma legislação mais rigorosa em instituições europeias e internacionais para combater essas práticas.




","1. Competitividade Internacional: Argumenta-se que regras mais restritivas podem prejudicar a competitividade do país, afastando investidores e empresas que valorizam a flexibilidade fiscal para seus negócios.
2. Efetividade das Medidas Propostas: Críticos podem questionar a eficácia das medidas propostas, argumentando que a evasão fiscal é um problema global que requer cooperação internacional. Medidas unilaterais podem não ser suficientes se outros países não adotarem políticas semelhantes.
3. Equilíbrio Necessário: Argumenta-se que a busca por soluções para a evasão fiscal deve ser equilibrada, garantindo que as medidas adotadas não tenham efeitos adversos no ambiente de negócios e na criação de empregos.",Finanças,,Projeto de Resolução,1,1,2,1,2,1,1,1,1
New,23,378/XV/1,Integração de trabalhadores com contrato individual de trabalho nas respetivas carreiras da Administração Pública,6-1-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e544e695a4749794d79316c4e546c684c54526b4e4749744f57566c596931684d544e6c5a4449794d32566d4f4467755a47396a&fich=553bdb23-e59a-4d4b-9eeb-a13ed223ef88.doc&Inline=true,PCP,"Visa corrigir a situação de desigualdade e precariedade entre os trabalhadores na Administração Pública em Portugal, que resultou da introdução do contrato individual de trabalho em 2004. Propõe-se a integração desses trabalhadores nas carreiras públicas, buscando estabelecer o princípio de ""trabalho igual, direitos iguais"". O projeto abrange todos os trabalhadores, independentemente da modalidade contratual, e prevê a realização de procedimentos concursais para a integração, com a criação de vagas necessárias nos mapas de pessoal, e destaca a importância de considerar o tempo de serviço, posicionamento remuneratório e outras condições socio-profissionais.","1. Impacto Financeiro Desconhecido: A proposta não fornece uma análise detalhada do impacto financeiro da integração dos trabalhadores com contrato individual de trabalho nas carreiras da Administração Pública. Isso pode gerar incertezas sobre o custo real dessa transição, especialmente em termos de despesas com salários e benefícios, o que pode ter consequências negativas para o orçamento público.

2. Possível Sobrecarga Burocrática: A abertura de procedimentos concursais para a integração de milhares de trabalhadores pode resultar em uma sobrecarga burocrática significativa para os órgãos e serviços da Administração Pública. Isso pode levar a atrasos na execução das atividades, prejudicando a eficiência e funcionamento dos serviços públicos.

3. Rigidez na Gestão de Recursos Humanos: A proposta, ao insistir na integração por meio de concursos públicos, pode criar rigidez na gestão de recursos humanos. Isso poderia limitar a capacidade dos órgãos públicos de ajustar dinamicamente suas equipas em resposta a mudanças nas necessidades ou prioridades, tornando a Administração Pública menos flexível.

4. Precedente para Outras Reivindicações: A aprovação desta proposta pode estabelecer um precedente para outras categorias de trabalhadores reivindicarem condições semelhantes. Isso poderia criar uma pressão adicional sobre o orçamento público e aumentar as expectativas de outros grupos profissionais, tornando mais desafiador manter uma gestão equilibrada e sustentável dos recursos.

5. Potencial Desincentivo à Contratação: A exigência de integrar todos os trabalhadores com contratos individuais de trabalho nas carreiras da Administração Pública pode ser percebida como um desincentivo para futuras contratações sob esse tipo de contrato. Isso pode limitar a capacidade do setor público de adotar modelos flexíveis de emprego, que podem ser necessários em certos contextos ou para certas funções específicas.",Administração Pública,Emprego,Projeto de Lei,0,0,1,0,1,1,1,1,0
New,24,422/XV/1,Elimina os benefícios fiscais atribuídos no âmbito do Sistema de Incentivos Fiscais à Investigação e Desenvolvimento Empresarial (SIFIDE) a fundos de investimento,6-1-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533834597a557a5a6a63784e6930304d6d4d7a4c54526c4f5755744f444e6b596930354d6a59774e4441314d445530596a51755a47396a65413d3d&fich=8c53f716-42c3-4e9e-83db-9260405054b4.docx&Inline=true,BE,"O SIFIDE II, implementado em 2011 e prorrogado até 2025, introduziu mudanças significativas ao programa, permitindo o abatimento fiscal de IRC de até 82,5% para despesas não diretamente em Investigação & Desenvolvimento (I&D), mas também investimentos em fundos de capital de risco que alegassem investimento em I&D (independentemente de o fundo investir de facto em empresas dedicadas à tecnologia). O projeto destaca problemas, como a falta de fiscalização e controlo efetivos sobre a eficácia do SIFIDE, além de apontar casos de potencial má utilização e abusos, especialmente no contexto de investimentos em fundos de capital de risco.

O documento também destaca a disparidade entre os generosos benefícios fiscais oferecidos pelo SIFIDE e a redução do investimento público em I&D em Portugal, comparando a despesa pública em I&D em relação ao Produto Interno Bruto (PIB) e salientando que, apesar da expressiva despesa fiscal associada ao SIFIDE, a análise do impacto real desses benefícios é limitada. O projeto de lei propõe a revogação da possibilidade de benefícios fiscais para fundos de investimento no âmbito do SIFIDE, destacando preocupações com a falta de justificação e o potencial para abusos e fraude.","1. Impacto Negativo na Competitividade Empresarial: Votar contra a proposta pode ser justificado argumentando que a revogação da possibilidade de benefícios fiscais para fundos de investimento no âmbito do SIFIDE pode ter um impacto negativo na competitividade das empresas. Os benefícios fiscais foram projetados para incentivar investimentos em I&D, e a remoção dessa opção pode desencorajar o setor privado de participar ativamente em iniciativas de pesquisa e desenvolvimento, prejudicando a inovação e a competitividade empresarial.

2. Risco de Desincentivo ao Investimento Privado em I&D: Argumentar que a revogação proposta pode criar um ambiente desfavorável ao investimento privado em I&D. A disponibilidade de benefícios fiscais, especialmente para fundos de capital de risco, pode ter sido um fator atrativo para investidores privados. A remoção desses benefícios pode resultar em uma redução significativa nos investimentos em projetos de I&D, afetando negativamente o progresso tecnológico e a inovação no país.

3. Possível Impacto na Geração de Empregos e Crescimento Económico: Alegar que a proposta pode ter efeitos adversos na geração de empregos e no crescimento econômico. A existência de benefícios fiscais pode ter incentivado a criação de empregos no setor de I&D e contribuído para o crescimento econômico. Votar contra a revogação desses benefícios pode ser justificado com base na preocupação de que isso poderia resultar em impactos negativos no emprego e na atividade econômica associada à inovação e pesquisa.",Finanças,Fiscalidade,Projeto de Lei,0,1,0,2,1,1,1,1,0
