id,official_id,title,title_reduced,title_reduced_EN,vote_link,proposal_link,author,summary,summary_reduced,summary_reduced_EN,counter,counter_reduced,counter_reduced_EN,tag_1,tag_2,type,PS,PSD,CH,IL,PCP,BE,PAN,L,final_result,Comments,LEN_title,LEN_summary,LEN_counter
17,69/XV/1,Determina o fim da possibilidade de acumulação de pensões por parte dos titulares de cargos públicos e políticos delas beneficiários,Impedir a acumulação de pensões dos titulares de cargos públicos e políticos,Prevent the accumulation of pensions for holders of public and political positions,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=121452,CH,"Tem como objetivo eliminar a possibilidade de acumulação de pensões por parte dos titulares de cargos públicos e políticos, alterando o regime remuneratório dos executivos de autarquias locais. A exposição de motivos destaca a visão do partido sobre as subvenções vitalícias, consideradas injustas e contrárias ao princípio da igualdade consagrado na Constituição. Além disso, aponta para a acumulação de pensões como um problema estrutural que perpetua privilégios injustificados, propondo a revogação do artigo 8.º da Lei n.º 52-A/2005.
Argumenta que a acumulação de pensões por titulares de cargos públicos vai além de uma questão retroativa e representa uma situação continuada, afetando mensalmente o erário público. Destaca a necessidade de correção dessas situações injustas, sendo um dever do legislador para com os eleitores e o povo português. O projeto propõe a revogação do artigo 8.º da Lei n.º 52-A/2005, que regula pensões e subvenções de titulares de cargos políticos, com entrada em vigor imediata.","O perverso sistema de atribuição de subvenções vitalícias a alguns dos cargos políticos administrativos e judiciais são um privilégio injustificado para um conjunto limitado de titulares. A acumulação de pensões é estruturalmente injusta, comparando com o sistema contributivo e de pensões da maior parte dos portugueses delas beneficiários. Propõe-se:

- O fim da possibilidade de acumulação de pensões por parte dos titulares de cargos públicos e políticos delas beneficiários.",,"1. Possibilidade de Retirar Direitos Adquiridos: O projeto de lei propõe o fim da acumulação de pensões, o que poderia ser interpretado como uma retroatividade da lei, retirando direitos adquiridos por titulares de cargos públicos com base em legislação anterior. Isso pode levantar questões éticas e jurídicas.
2. Necessidade de Manter Atratividade para Cargos Públicos: Alguns argumentam que a possibilidade de acumular pensões pode ser um incentivo para profissionais qualificados assumirem cargos públicos, especialmente em autarquias locais. Restringir essa possibilidade poderia afetar a atratividade dessas posições para profissionais experientes.
3. Abordagem Casuística em Vez de Estrutural: Alguns críticos podem argumentar que, em vez de abordar casos específicos de acumulação de pensões, seria mais eficaz implementar reformas estruturais mais amplas no sistema de pensões e remuneração para garantir uma abordagem equitativa e sustentável a longo prazo.","1. Possibilidade de Retirar Direitos Adquiridos:
Pode ser interpretado como uma retroatividade da lei, retirando direitos adquiridos por titulares de cargos públicos com base em legislação anterior. Isso pode levantar questões éticas e jurídicas;

2. Redução da atratividade de cargos públicos:
Acumular pensões pode ser um incentivo para profissionais qualificados assumirem cargos públicos, especialmente em autarquias locais. Restringir essa possibilidade poderia afetar a atratividade dessas posições para profissionais experientes.",,Segurança Social,Estado,Projeto de Lei,0,0,1,0,2,1,2,2,0,,76,479,536
18,"476/XV/1
",Recomenda ao Governo a abolição de taxas de admissão a provas académicas,Abolir taxas de admissão a provas académicas,Abolish admission fees for academic tests,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152485,L,"Baseando-se em dados que destacam a relevância dos doutorados no mercado de trabalho e sublinham a dedicação necessária para completar esse nível de formação, o documento argumenta que os candidatos não devem financiar as instituições de ensino superior por meio de taxas e emolumentos para provas inerentes à obtenção do grau académico. A disparidade de preços praticados por diferentes instituições é destacada, enfatizando a necessidade de assegurar que eventuais custos associados às provas sejam responsabilidade das instituições ou, em última instância, do Estado.","Não é razoável que sejam os candidatos a mestrados e a doutoramentos a financiar as próprias instituições de ensino superior, através da aplicação indiscriminada de taxas para serviços que são parte integrante à obtenção do grau académico. Exemplo: o Instituto Superior de Ciências Sociais e Políticas da Universidade de Lisboa prevê uma taxa de €100 para admissão a provas de mestrado, €500 para prova de doutoramento. Isto repete-se noutras insituições. Propõe-se:

- Eliminação de cobrança de quaisquer taxas associadas à admissão a provas académicas de mestrado e doutoramento em todos os estabelecimentos públicos de ensino superior.",,"1. Financiamento das Instituições de Ensino Superior: Alguns opositores podem argumentar que as instituições de ensino superior enfrentam desafios financeiros significativos, e a cobrança de taxas de admissão é uma fonte adicional de receita para cobrir custos administrativos e de avaliação. A abolição dessas taxas poderia impactar negativamente o orçamento das instituições, prejudicando a qualidade dos serviços académicos oferecidos.
2. Gestão Eficiente de Recursos: Algumas pessoas podem argumentar que, em vez de eliminar as taxas, as instituições de ensino superior devem concentrar-se na gestão eficiente de recursos e na redução de custos operacionais, garantindo que os fundos existentes sejam utilizados de forma mais eficaz, permitindo uma oferta educacional de qualidade sem depender excessivamente das taxas de admissão.
3. Autonomia Institucional: Alguns opositores podem alegar que a decisão de cobrar ou não taxas de admissão deve ser deixada à autonomia das instituições de ensino superior. Cada instituição pode ter necessidades e contextos específicos, e a imposição de uma regra geral pode ser considerada excessiva.","1. Redução do financiamento das instituições de ensino superior: 
A cobrança de taxas de admissão é uma fonte adicional de receita para cobrir custos administrativos e de avaliação. A abolição dessas taxas poderia impactar negativamente o orçamento das instituições, prejudicando a qualidade dos serviços académicos oferecidos;

2. Redução de autonomia institucional: 
Alguns opositores podem alegar que a decisão de cobrar ou não taxas de admissão deve ser deixada à autonomia das instituições de ensino superior. Cada instituição pode ter necessidades e contextos específicos, e a imposição de uma regra geral pode ser considerada excessiva.

3. Diminiução do Empenho dos Estudantes:
Visto que a admissão é gratuita, pode eventualmente levar ao aumento dos alunos de mestrados e doutoramentos e a um maior gasto de recursos públicos nesses estudantes",,Educação,Finanças,Projeto de Resolução,0,0,1,2,1,1,1,1,0,,44,638,852
19,790/XV/1,"Reconhece aos enfermeiros o estatuto de profissão de desgaste rápido e o direito a reforma antecipada, alterando o Decreto-Lei n.º 71/2019, de 27 de maio, e o Código do IRS",Reconhecer enfermagem como uma profissão de desgaste rápido e o seu direito a reforma antecipada,Recognize nursing as a fast-consuming profession and its right to early retirement,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=172962,PAN,"Propõe o reconhecimento do estatuto de profissão de desgaste rápido para os enfermeiros, concedendo-lhes o direito à reforma antecipada. A exposição de motivos destaca o papel fundamental desempenhado pelos enfermeiros durante a crise da COVID-19, sublinhando as condições desafiadoras e o desgaste físico e emocional enfrentados diariamente. A proposta visa não apenas dignificar a profissão, mas também oferecer medidas concretas, como um suplemento remuneratório, uma progressão de carreira mais rápida e o aumento de dias de descanso e férias. Além disso, propõe a redução da idade de reforma para enfermeiros a partir dos 50 anos, reconhecendo assim o impacto prolongado e extenuante da profissão na saúde desses profissionais. A proposta também destaca a importância de reconhecer a penosidade e risco associados à profissão, equiparando os enfermeiros a outras categorias profissionais consideradas de desgaste rápido, como mineiros e pescadores.","Enfermeiros desempenharam um papel fundamental na crise da COVID-19, com um desgaste físico e emocional diário extraordinário. É importante reconhecer a penosidade e risco associados à profissão, equiparando-se a outras profissões de desgaste rápido, como mineiros e pescadores. Propõe-se:

- Atribuir aos enfermeiros um suplemento remuneratório por penosidade e risco.
- Mais rápida progressão de carreira.
- Mais dias de descanso e dias de férias por anos de trabalho.
- Reforma antecipada a partir dos 50 anos de idade.
- Redução da idade normal de pensão de velhice em um ano por cada dois de serviço efetivo.",,"1. Implicações Financeiras: A concessão de um estatuto de profissão de desgaste rápido e o direito à reforma antecipada para enfermeiros pode acarretar custos substanciais para o sistema de segurança social, especialmente considerando a crescente expectativa de vida e os desafios financeiros existentes nos sistemas de pensões.
2. Precedentes e Pressão sobre Recursos: A aprovação da medida pode estabelecer precedentes para outras categorias profissionais reivindicarem benefícios semelhantes, aumentando a pressão sobre os recursos já limitados do sistema de segurança social e comprometendo sua sustentabilidade a longo prazo.
3. Abordagem Mais Equitativa: Argumenta-se que soluções mais equitativas podem incluir melhorias nas condições de trabalho, promoção da saúde mental e implementação de programas preventivos contra o esgotamento profissional, em vez de ajustes diretos na idade de reforma. Esta abordagem seria mais abrangente e poderia atender às preocupações dos enfermeiros sem sobrecarregar financeiramente o sistema de segurança social.","1. Aumento do investimento do Estado:
O direito à reforma antecipada aumenta os custos do sistema de segurança social. Pode significar redução de gastos noutros serviços públicos ou aumento de receita fiscal (impostos);

2. Precedentes e pressão sobre recursos: 
Outras categorias profissionais podem reivindicar benefícios semelhantes, aumentando a pressão sobre os recursos já limitados do sistema de segurança social e comprometendo sua sustentabilidade a longo prazo.",,Segurança Social,Saúde,Projeto de Lei,0,2,1,2,1,1,1,1,0,,96,613,471
20,805/XV/1,Recomenda ao Governo que defenda junto das instituições europeias a criação do Sistema Europeu de Garantia de Depósitos como peça-chave de uma União Bancária apta a proteger os pequenos e médios depositantes e a consolidar a confiança dos cidadãos no sistema financeiro europeu,Defender a criação do Sistema Europeu de Garantia de Depósitos,Defend the creation of the European Deposit Guarantee Scheme,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=173136,PS,"Visa proteger os pequenos e médios depositantes e fortalecer a confiança dos cidadãos no sistema financeiro europeu. O contexto histórico da crise financeira global de 2008 é apresentado como um catalisador para a compreensão da importância da União Bancária e, especificamente, do SEGD. Destaca-se que as medidas adotadas desde então, como o Mecanismo Único de Supervisão e o Mecanismo Único de Resolução Bancária, constituem avanços significativos, mas a conclusão da União Bancária com o estabelecimento do SEGD é considerada crucial para a estabilidade e confiança a longo prazo.

No âmbito das recomendações, menciona-se a necessidade de partilha de risco e harmonização na supervisão a nível europeu, prevendo benefícios na estabilização do sistema financeiro, prevenção de crises bancárias e garantia da proteção dos depositantes. Refere-se ainda a recente proposta da Comissão Europeia sobre gestão de crises bancárias e seguro de depósitos, destacando o compromisso com a proteção dos depositantes e a necessidade de avançar com a conclusão da União Bancária, conforme expresso em comunicados do Eurogrupo. Em última análise, a resolução visa reforçar o papel do SEGD como um componente essencial para a integridade e robustez da União Bancária na União Europeia.","Visa proteger os pequenos e médios depositantes e fortalecer a confiança dos cidadãos no sistema financeiro europeu. Há a necessidade de partilha de risco e harmonização na supervisão a nível europeu, prevendo benefícios na estabilização do sistema financeiro, prevenção de crises bancárias e garantia da proteção dos depositantes. Propõe-se:

- Criação do Sistema Europeu de Garantia de Depósitos, assegurando um nível de cobertura de 100 000 euros por depositante.",,"1. Desafios de Transferência de Recursos: Possibilidade de transferências significativas entre países membros do SEGD, gerando desequilíbrios financeiros, assim como desiquilíbrios entre países financeiramente sólidos que podem suportar custos mais elevados em comparação com aqueles com sistemas bancários menos estáveis
2. Abordagem Superficial aos Problemas Financeiros: Necessidade de reformas mais profundas nas estruturas e regulamentações bancárias de cada país para garantir estabilidade a longo prazo.
3. Perda de Soberania e Implicações Políticas: Resistência à perda de soberania em questões financeiras, especialmente em países que preferem manter maior controlo sobre suas políticas econômicas.","1. Desafios de transferência de recursos:
Possibilidade de transferências significativas entre países membros pode gerar desequilíbrios financeiros entre países financeiramente sólidos que podem suportar custos mais elevados em comparação com aqueles com sistemas bancários menos estáveis;

2. Perda de Soberania:
Resistência à perda de soberania em questões financeiras, especialmente em países que preferem manter maior controlo sobre suas políticas económicas.",,Finanças,Europa,Projeto de Resolução,1,1,2,1,0,2,1,1,1,,62,466,463
21,880/XV/2,"Recomenda ao Governo que implemente medidas ambiciosas de combate à evasão fiscal, à elisão fiscal e ao planeamento fiscal agressivo",Implementar medidas de combate à evasão fiscal,Implement measures to combat tax evasion,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233268,L,"Com base em dados que indicam a perda anual de milhões de euros devido a essas práticas, o documento destaca a necessidade de ações eficazes tanto a nível nacional quanto internacional. O texto argumenta que, apesar de existirem planos estratégicos de combate à fraude fiscal, muitas medidas não foram implementadas, resultando em perdas significativas para o erário público. Além disso, o projeto propõe a revogação de regimes fiscais que facilitam a fraude, a revisão do sistema de benefícios fiscais para reduzir a opacidade e a promoção de medidas favoráveis à criação de uma legislação mais rigorosa em instituições europeias e internacionais para combater essas práticas.




","Perdem-se 450 mil milhões de euros / ano para a evasão fiscal em offshores e paraísos fiscais (relatório “O estado da justiça fiscal em 2023""). Propõe-se então completar o ""Plano Estratégico de Combate à Fraude e Evasão Fiscal e Aduaneira de 2022"" (quase 2/3 do Plano ficou por implementar), nomeadamente:

- Comunicar entre partes pertinentes levantamentos de montantes > 50.000€.
- Revogar regimes que facilitam a fraude (ex: regime fiscal para residentes não habituais).
- Reduzir a opacidade na atribuição de benefícios fiscais.
- Posicionar-se internacionalmente a favor de medidas de combate à evasão fiscal e paraísos fiscais.",,"1. Competitividade Internacional: Argumenta-se que regras mais restritivas podem prejudicar a competitividade do país, afastando investidores e empresas que valorizam a flexibilidade fiscal para seus negócios.
2. Efetividade das Medidas Propostas: Críticos podem questionar a eficácia das medidas propostas, argumentando que a evasão fiscal é um problema global que requer cooperação internacional. Medidas unilaterais podem não ser suficientes se outros países não adotarem políticas semelhantes.
3. Equilíbrio Necessário: Argumenta-se que a busca por soluções para a evasão fiscal deve ser equilibrada, garantindo que as medidas adotadas não tenham efeitos adversos no ambiente de negócios e na criação de empregos.","1. Impacto económico desfavorável: 
A revogação de regimes fiscais existentes pode impactar a competitividade internacional do país, reduzindo o investimento estrangeiro e a atividade económica associada;

2. Complexidade na revisão de benefícios fiscais: 
Complexo garantir uma implementação adequada e justa para todos os setores e interesses.",,Finanças,Cidadania,Projeto de Resolução,1,1,2,1,2,1,1,1,1,,46,633,345
22,938/XV/2,Recomenda ao Governo que implemente um mecanismo de compensação para os lesados do BES e do BANIF,Implementar mecanismo de compensação para os lesados do BES e BANIF,Implement a compensation mechanism for injured parties from BES and BANIF banks,20-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=253371,CH,"Ambos os bancos enfrentaram colapsos repentinos, deixando um grande número de pequenos investidores em situações financeiras precárias. O documento destaca a necessidade urgente de justiça e equidade, ressaltando que muitos lesados ainda aguardam compensação anos após os eventos, corroendo a confiança do público nas instituições financeiras e regulamentações bancárias. O projeto recomenda a criação de um mecanismo ágil, transparente e justo, adaptado à realidade desses casos, assegurando compensações sem gerar ónus excessivos para as finanças públicas ou distorções no mercado financeiro.

O projeto insta o Governo a desenvolver e implementar um mecanismo de compensação eficaz e transparente, com critérios claros de elegibilidade e um processo de reclamação simplificado. Além disso, enfatiza a importância da supervisão independente para garantir a integridade e eficácia do mecanismo. O objetivo é proporcionar alívio e justiça aos lesados, restaurando a confiança no setor financeiro e contribuindo para o desenvolvimento econômico sustentável de Portugal.","Ambos os bancos enfrentaram colapsos repentinos, deixando um grande número de pequenos investidores em situações financeiras precárias. Muitos lesados ainda aguardam compensação anos após os eventos, corroendo a confiança do público nas instituições financeiras e regulamentações bancárias. Propõe-se:

- Implementar um mecanismo de compensação eficaz e transparente para os lesados do BES e BANIF.
- Estabelecer critérios claros e objetivos para a elegibilidade para compensação.",,"1. Impacto Financeiro: Implementar um mecanismo de compensação para os lesados do BES e BANIF pode representar um ónus significativo para as finanças públicas. Isso pode resultar em custos imprevistos e afetar a estabilidade fiscal do país, especialmente considerando outros desafios económicos.
2. Precedentes e Risco Moral: A criação de um mecanismo de compensação pode estabelecer um precedente perigoso. Pode encorajar uma cultura de irresponsabilidade financeira, onde os investidores acreditam que serão sempre compensados por perdas, independentemente das circunstâncias. Isso cria um risco moral ao desincentivar a cautela e a diligência no setor financeiro.
3. Complexidade e Morosidade: A implementação de um mecanismo de compensação eficaz e transparente pode ser uma tarefa complexa, sujeita a burocracias e atrasos. O processo de estabelecer critérios claros de elegibilidade, criar um sistema de reclamações e garantir supervisão independente pode ser moroso e potencialmente ineficiente.
4. Responsabilidade Individual: Argumenta-se que os investidores têm uma responsabilidade individual de avaliar os riscos associados aos seus investimentos. A criação de um mecanismo de compensação pode desconsiderar essa responsabilidade, transferindo os custos das decisões individuais para o público em geral.","1. Aumento do investimento do Estado:
Compensar os lesados tem um custo significativo que implicaria redução de investimento noutros serviços públicos ou aumento de impostos;

2. Precedentes de irresponsabilidade financeira:
Pode-se encorajar uma cultura de irresponsabilidade financeira, onde os investidores acreditam que serão sempre compensados por perdas, independentemente das circunstâncias. Desincentiva à cautela no setor financeiro.",,Finanças,Cidadania,Projeto de Resolução,0,2,1,1,2,2,1,2,0,,67,480,442
23,882/XV/2,Aumento do salário mínimo nacional,"Aumentar do Salário Mínimo Nacional (SMN), atingindo os 1000€ até ao final de 2024","Increase the National Minimum Wage, reaching €1000 by the end of 2024",13-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233271,PCP,"Em Portugal, o SMN é a remuneração de referência para centenas de milhares de trabalhadores, abrangendo cerca de um quarto dos trabalhadores por conta de outrem.

Impõe-se por isso a necessidade de avançar para um aumento geral dos salários, incluindo o Salário Mínimo Nacional para 910 euros a partir de 1 de janeiro de 2024, de modo a atingir 1000 euros durante 2024","Cerca de 24% dos trabalhadores por conta de outrem auferem o salário mínimo, que tem tido atualizações abaixo do rendimento médio e da inflação. O baixo valor do SMN constitui uma das principais causas de pobreza e injustiça na distribuição de riqueza em Portugal. Propõe-se:

- Aumentar o SMN para 910 euros a partir de 1 de janeiro de 2024, de modo a atingir 1000 euros durante 2024.",,"1. Custos mais elevados com mão de obra podem levar à perda de empregos, especialmente para pequenos negócios e setores com margens de lucro reduzidas.

2. Inflação: Um aumento no salário mínimo pode contribuir para pressões inflacionárias. Quando as empresas enfrentam custos mais elevados de mão de obra, elas podem repassar esses custos aos consumidores por meio do aumento dos preços de bens e serviços. Isso, por sua vez, pode reduzir o poder de compra dos consumidores e impactar a estabilidade econômica geral.","1. Aumento do investimento do Estado (sendo um empregador que paga o SMN):
Implica ou uma redução de verbas de outros serviços públicos ou subida da receita fiscal (impostos);

2. Perda de empregos: 
Pequenas e médias empresas com pouco volume de negócios ou margens reduzidas podem não aguentar um maior custo com pessoal;

3. Aumento da inflação: 
Empresas podem passar aumento de custos com pessoal para os preços de bens e serviços, reduzindo o poder de compra dos consumidores.",,Economia,Salários,Projeto de Resolução,0,0,1,0,1,1,1,1,0,,82,385,482
24,900/XV/2,"Pela vinculação, contabilização do tempo de serviço docente e fim do bloqueio na progressão da carreira",Vincular mais professores e contabilizar o seu tempo de serviço total,Give permanent contract to more teachers and count their total service time,4-10-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=243300,L,"- Garantir a vinculação imediata de professores e educadores com 3 ou mais anos de serviço
- Eliminar a obrigatoriedade de os docentes vinculados através do concurso de vinculação dinâmica concorrerem, no ano letivo de 2024/2025, a todos os quadros de zona pedagógica do país.
- Garantir a todos os docentes o posicionamento no escalão remuneratório e a progressão na carreira correspondentes a todo o tempo de serviço docente prestado, assegurando a recuperação integral dos 6 anos, 6 meses e 23 dias de tempo cumpridos entre 2011 e 2017 mas não contabilizados.
- Concluir até 2026 a recuperação do tempo de serviço, caso seja feita de modo faseado.
- Eliminar a existência de vagas para o acesso aos escalões 5º e 7º ","Os professores têm sido sujeitos a ataques nos planos laboral, profissional e social, o que tem levado ao afastamento e desmotivação de boa parte dos profissionais e à incapacidade de atrair novos para a carreira. Propõe-se:

- Vincular professores com 3+ anos de serviço nos quadros do Ministério.
- Recuperação integral dos 6 anos, 6 meses e 23 dias de tempo de serviço, refletindo-se no seu posicionamento no escalão remuneratório (até 2026).
- Eliminar quotas de acesso ao 5º e 7º escalões.
- Eliminar obrigatoriedade de concorrerem a todos os quadros de zona do país.",,"1. Impacto Orçamental: A implementação imediata da vinculação de todos os professores com 3 ou mais anos de serviço, a eliminação da obrigatoriedade de concorrência e a recuperação integral do tempo de serviço podem ter um impacto significativo nos recursos orçamentais, levando a desafios financeiros para o sistema educacional.","1. Aumento do investimento do Estado: 
Implica ou uma redução de verbas de outros serviços públicos ou subida da receita fiscal (impostos).",,Educação,,Projeto de Resolução,0,2,1,2,1,1,1,1,0,,69,572,139
25,880/XV/1,Obrigação do Estado referenciar os utentes do Serviço Nacional de Saúde (SNS) para atendimento nos setores privado ou social em caso de esgotamento dos tempos máximos de resposta garantidos,Referenciar os utentes do SNS para o setores privado ou social em caso de esgotamento dos tempos máximos de resposta garantidos (TMRG),Refer SNS (National Healthcare System) users to the private or social sectors in case the maximum guaranteed SLA is already under pressure,29-9-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233230,CH,"Verificam-se situações em que os tempos máximos de resposta garantidos (TMRG) são ultrapassados, comprometendo o acesso atempado dos utentes a tratamentos e cuidados médicos. Nestes termos, o presente diploma visa consagrar a obrigação de o Estado referenciar os utentes do SNS para atendimento nos setores privado ou social, sempre que se mostrem esgotados os TMRG, garantindo, desta forma, o acesso dos utentes a cuidados de saúde de qualidade, e em tempo útil.","O SNS garante o acesso de todos os cidadãos a cuidados de saúde de qualidade, independentemente da sua condição económica, social ou geográfica. No entanto, verificam-se situações em que os tempos máximos de resposta garantidos são ultrapassados, comprometendo o acesso atempado dos utentes a tratamentos e cuidados médicos. Para garantir acesso a cuidados de saúde de qualidade e em tempo útil, propõe-se que:

- O Estado seja obrigado a referenciar utentes para atendimento no setor privado ou social sempre que os TMRG se mostrem esgotados.",,"1. Custos Financeiros: A referência para setores privados ou sociais pode acarretar custos financeiros substanciais para o Estado, especialmente se houver um grande número de referências. Isso pode aumentar a pressão sobre o orçamento público e levantar questões sobre a sustentabilidade financeira dessa abordagem a longo prazo.
2. Maior esforço de fiscalização","1. Custos para o Estado: 
Dependendo do contrato feito com os parceiros do setor privado ou social, o custo pode ser superior ao praticado no setor público;

2. Dependente da eficácia de fiscalização:
Necessário montar processos para garantir de forma eficiente esta referenciação.

3. Possibilidade de não melhoria do SNS. 
Esta proposta pode não levar à resolução de problemas como a falta de médicos, sendo apenas uma forma de adiar uma reforma no serviço.",,Saúde,,Projeto de Lei,0,1,1,2,0,0,1,0,0,,134,543,459
26,889/XV/1,Estímulos a aumentos na produtividade através de uma isenção de IRS e de TSU,Isenção de IRS e TSU como estímulo ao aumento de produtividade,Create exemption from IRS and TSU as a stimulus to increase productivity,20-9-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233247,PSD,"O nível de produtividade de Portugal é de 74,8% da média da União Europeia e 71,8% da Zona Euro. A situação tem-se vindo a agravar nos últimos 6 anos, em que o País tem caído na comparação europeia.

Como incentivo à melhoria da produtividade, propõe-se uma isenção de IRS e de TSU sobre prémios de produtividade por desempenho no valor de até 6% da remuneração base anual. A isenção aplica-se à totalidade ou parte do prémio até este limite.","O nível de produtividade de Portugal é de 74,8% da média da União Europeia e 71,8% da Zona Euro. A situação tem-se vindo a agravar nos últimos 6 anos. Como incentivo à melhoria da produtividade, propõe-se:

- Isenção de IRS e de TSU sobre prémios de produtividade por desempenho no valor de até 6% da remuneração base anual. A isenção aplica-se à totalidade ou parte do prémio até este limite.",,"1. Possível Manipulação de Resultados: Existe o risco de que os critérios para atribuição de prémios de produtividade possam ser manipulados para beneficiar determinados grupos ou indivíduos, em vez de refletir genuinamente melhorias na produtividade. Isso pode comprometer a eficácia do sistema de incentivos.

2. Impacto nas Receitas Públicas: A isenção de IRS e TSU pode resultar numa diminuição das receitas fiscais para o governo, afetando potencialmente os fundos disponíveis para serviços públicos e investimentos. Isso pode criar desafios adicionais para a estabilidade financeira e a capacidade do governo de cumprir suas responsabilidades orçamentais.

3. Alternativa do aumento salarial: Vai substituir os aumentos salariais e não faz parte do pacote salarial que é usado como referência para avaliação bancária, reforma e subsídio de desemprego.","1. Manipulação de resultados: 
Risco dos critérios para atribuição de prémios de produtividade possam ser manipulados para beneficiar determinados grupos ou indivíduos;

2. Diminuição das receitas públicas: 
Isenção de IRS e TSU resulta numa diminuição das receitas fiscais, resultando ou na redução dos fundos disponíveis para serviços públicos ou no aumento de outros impostos.

3. Alternativa ao aumento salarial: 
Vai substituir os aumentos salariais e não faz parte do pacote salarial que é usado como referência para avaliação bancária, reforma e subsídio de desemprego.",,Fiscalidade,,Projeto de Lei,0,1,1,1,0,0,1,0,0,,62,393,576
27,888/XV/1,Reduzir as taxas de IRS para os jovens até aos 35 anos para um máximo de 15%,IRS máximo de 15% para jovens até aos 35 anos,Maximum IRS of 15% for young people up to 35 years old,20-9-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=233246,PSD,"A significativa emigração de jovens qualificados está a colocar em causa o futuro sustentável do País. É crucial reter estes jovens em Portugal, mas para tal é necessário proporcionar-lhes melhores condições de vida e perspetivas para acreditar num futuro melhor.

Criação de um “IRS Jovem até aos 15%”, que se traduz num regime fiscal mais favorável para todos os jovens até aos 35 anos, com exceção dos que se encontrem no escalão mais elevado de IRS","A significativa emigração de jovens qualificados está a colocar em causa o futuro sustentável do País. É crucial reter estes jovens em Portugal, mas para tal é necessário proporcionar-lhes melhores condições de vida e perspetivas para acreditar num futuro melhor. Propõe-se:

- Criação dum regime fiscal mais favorável para todos os jovens até aos 35 anos (15% máx), com exceção dos que se encontrem no escalão mais elevado de IRS.",,"1. Discriminação e Desigualdade: A criação de um regime fiscal mais favorável para jovens até aos 35 anos pode ser percebida como discriminatória por outros grupos etários, gerando desigualdades no tratamento fiscal. Isso poderia resultar em ressentimento e críticas quanto à justiça e equidade do sistema tributário.
2. Impacto Orçamental: A redução das taxas marginais de IRS, especialmente para um grupo específico, pode ter um impacto significativo nas receitas fiscais do governo. Isso poderia criar desafios para a manutenção do equilíbrio orçamental, exigindo compensações em outras áreas ou aumentos de impostos para evitar déficits excessivos.","1. Discriminação e desigualdade fiscal: 
Medida pode ser percebida como discriminatória por outros grupos etários;

2. Diminuição das receitas públicas: 
Diminuição das receitas fiscais, resultando ou na redução dos fundos disponíveis para serviços públicos ou no aumento de outros impostos.",,Fiscalidade,,Projeto de Lei,0,1,1,1,0,0,1,0,0,,45,431,291
28,3/XV-2,"Por um país decente e justo, pelo fim do pior governo de sempre.","Por um país decente e justo, pelo fim do pior governo de sempre","For a decent and fair country, for the end of the worst government ever",19-9-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/Detalhe-Mocao.aspx?BID=116186&ACT_TP=MOC,CH,"1.º A falta de qualidade dos cuidados de saúde prestados à população portuguesa pelo SNS
2.º As promessas sucessivamente incumpridas na habitação
3.º O aumento da pobreza em Portugal
4.º A irrelevância da área da Justiça
5.º O descaso da TAP","5 vetores essenciais de uma crise sem fim à vista e que justificam uma moção de censura:

- A falta de qualidade dos cuidados de saúde prestados à população portuguesa pelo SNS.
- As promessas sucessivamente incumpridas na habitação.
- O aumento da pobreza em Portugal.
- A irrelevância da área da Justiça.
- O descaso da TAP.",,"1. Instabilidade institucional pode ser prejudicial para o país, diminuindo a confiança de investidores, progressão económica e continuidade de políticas públicas

2. Subversão do processo democrático pois o governo foi eleito pela vontade expressa dos cidadãos","1. Instabilidade institucional:
Diminui a confiança de investidores, progressão económica e continuidade de políticas públicas;

2. Subversão do processo democrático: 
O governo foi eleito pela vontade expressa dos cidadãos e uma moção de censura é uma reversão dessa vontade.",,Administração Pública,,Moção de censura,0,2,1,1,0,0,0,0,0,,63,326,276
